obra_id,rubro_id,rubro_nombre,monto_presupuestado,monto_total_real,desviacion,pct_desviacion,clasificacion
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,GG,GASTOS GENERALES,0.0,8768800.0,8768800.0,,SIN PRESUPUESTO
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,ELEC,ELECTRICIDAD,0.0,7739800.0,7739800.0,,SIN PRESUPUESTO
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,TECHO VARIOS,,0.0,7556400.0,7556400.0,,SIN PRESUPUESTO
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,EXC,,0.0,7152500.0,7152500.0,,SIN PRESUPUESTO
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,VIDRIO,,0.0,6790000.0,6790000.0,,SIN PRESUPUESTO
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,PLOM,,0.0,3500000.0,3500000.0,,SIN PRESUPUESTO
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,ADM,,0.0,700000.0,700000.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,ALB,ALBAÑILERIA,0.0,213692126.0,213692126.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,TECHO,TECHO,0.0,59418817.0,59418817.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,PIN,PINTURA,0.0,48988273.0,48988273.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,ELEC,ELECTRICIDAD,9750000.0,47395486.0,37645486.0,386.11,DESVIO SIGNIFICATIVO (>10%)
RALF - COLIBRI - 30/04/2024,PISO,PISO,6300000.0,26536109.0,20236109.0,321.21,DESVIO SIGNIFICATIVO (>10%)
RALF - COLIBRI - 30/04/2024,GG,GASTOS GENERALES,7350000.0,19321650.0,11971650.0,162.88,DESVIO SIGNIFICATIVO (>10%)
RALF - COLIBRI - 30/04/2024,HERR,HERRERIA,0.0,13167956.0,13167956.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,PLOM,PLOMERIA,0.0,12615191.0,12615191.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,ADM,,0.0,4750000.0,4750000.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,EXC,,0.0,1920000.0,1920000.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,ART PLOM,ARTICULOS PLOMERIA,0.0,1897000.0,1897000.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,ART ELEC,ARTICULOS ELECTRICOS,6600000.0,888000.0,-5712000.0,-86.55,DENTRO DE PRESUPUESTO
RALF - COLIBRI - 30/04/2024,ALB ADIC,ADICIONALES ALBAÑILERIA,0.0,300000.0,300000.0,,SIN PRESUPUESTO
RALF - COLIBRI - 30/04/2024,PLOM ADIC,ADICIONALES PLOMERIA,0.0,214400.0,214400.0,,SIN PRESUPUESTO
RALF - REPINTADO COLIBRI - 31/10/2025,PIN,PINTURA,0.0,2515500.0,2515500.0,,SIN PRESUPUESTO
RALF - REPINTADO COLIBRI - 31/10/2025,GG,GASTOS GENERALES,0.0,1575981.0,1575981.0,,SIN PRESUPUESTO
RALF - REPINTADO COLIBRI - 31/10/2025,ALB,,0.0,150000.0,150000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,PISO,PISO,0.0,24671200.0,24671200.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,VENTANA,,0.0,16410000.0,16410000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,ALB,ALBAÑILERIA,500000.0,16053980.0,15553980.0,3110.8,DESVIO SIGNIFICATIVO (>10%)
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,GG,GASTOS GENERALES,0.0,11685600.0,11685600.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,ELEC,ELECTRICIDAD,5550000.0,10813900.0,5263900.0,94.85,DESVIO SIGNIFICATIVO (>10%)
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,TECHO,TECHO,0.0,6105000.0,6105000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,LOZA SANITARIA,LOZA,0.0,5748849.0,5748849.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,PIN,PINTURA,4250000.0,5701914.0,1451914.0,34.16,DESVIO SIGNIFICATIVO (>10%)
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,VIDRIO,,0.0,5088000.0,5088000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,HERR,,0.0,3460000.0,3460000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,GRANITO,,0.0,3400000.0,3400000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DURLOCK,,0.0,2000000.0,2000000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,PLOM,PLOMERIA,0.0,1775000.0,1775000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,ARTEFACTO,,0.0,1265000.0,1265000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,MARM,,0.0,1000000.0,1000000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,TECHO VARIOS,,0.0,507000.0,507000.0,,SIN PRESUPUESTO
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,CARP,,0.0,500000.0,500000.0,,SIN PRESUPUESTO
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,ALB,ALBAÑILERIA,0.0,90776000.0,90776000.0,,SIN PRESUPUESTO
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,PLOM,PLOMERIA,5250000.0,14886484.0,9636484.0,183.55,DESVIO SIGNIFICATIVO (>10%)
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,ELEC,ELECTRICIDAD,0.0,14215850.0,14215850.0,,SIN PRESUPUESTO
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,HERR,HERRERIA,0.0,6702000.0,6702000.0,,SIN PRESUPUESTO
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,PIN,PINTURA,0.0,4570952.0,4570952.0,,SIN PRESUPUESTO
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,GG,GASTOS GENERALES,0.0,4154500.0,4154500.0,,SIN PRESUPUESTO
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,TECHO,TECHO,0.0,3951680.0,3951680.0,,SIN PRESUPUESTO
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,MO ALB,MANO DE OBRA ALBAÑILERIA,0.0,2190000.0,2190000.0,,SIN PRESUPUESTO
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,EXC,,0.0,900000.0,900000.0,,SIN PRESUPUESTO
,,,0.0,0.0,0.0,,SIN PRESUPUESTO
