obra_id,nombre_obra,rubro_id,rubro_nombre,total_materiales,qty_compras,total_mano_obra,qty_pagos,total_rubro,ranking_en_obra
ING TEME - CASA ING TEME - 12/11/2024,CASA ING TEME,PIN,PINTURA,5246305.0,46,6500000.0,3,11746305.0,1
ING TEME - CASA ING TEME - 12/11/2024,CASA ING TEME,ALB,ALBAÑILERIA,619000.0,5,6405000.0,4,7024000.0,2
ING TEME - CASA ING TEME - 12/11/2024,CASA ING TEME,ELEC,ELECTRICIDAD,1402155.0,12,4500000.0,3,5902155.0,3
ING TEME - CASA ING TEME - 12/11/2024,CASA ING TEME,TECHO,TECHO,650000.0,1,0.0,0,650000.0,4
ING TEME - CASA ING TEME - 12/11/2024,CASA ING TEME,GG,GASTOS GENERALES,618100.0,8,0.0,0,618100.0,5
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,DEP 120M2 - MONICA ESPINOLA,ALB,ALBAÑILERIA,82403051.0,71,92590000.0,28,174993051.0,1
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,DEP 120M2 - MONICA ESPINOLA,TECHO,TECHO,23496080.0,22,15100000.0,6,38596080.0,2
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,,HERR,,0.0,0,9900000.0,9,9900000.0,3
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,DEP 120M2 - MONICA ESPINOLA,GG,GASTOS GENERALES,8768800.0,43,0.0,0,8768800.0,4
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,DEP 120M2 - MONICA ESPINOLA,ELEC,ELECTRICIDAD,2239800.0,18,5500000.0,3,7739800.0,5
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,DEP 120M2 - MONICA ESPINOLA,TECHO VARIOS,,7556400.0,45,0.0,0,7556400.0,6
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,,EXC,,0.0,0,7152500.0,3,7152500.0,7
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,,VIDRIO,,0.0,0,6790000.0,1,6790000.0,8
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,,PLOM,,0.0,0,3500000.0,3,3500000.0,9
MONICA ESPINOLA - DEP 120M2 - MONICA ESPINOLA - 12/07/2025,,ADM,,0.0,0,700000.0,1,700000.0,10
RALF - COLIBRI - 30/04/2024,COLIBRI,ALB,ALBAÑILERIA,98872126.0,92,114820000.0,39,213692126.0,1
RALF - COLIBRI - 30/04/2024,COLIBRI,TECHO,TECHO,39918817.0,48,19500000.0,12,59418817.0,2
RALF - COLIBRI - 30/04/2024,COLIBRI,PIN,PINTURA,23288273.0,107,25700000.0,15,48988273.0,3
RALF - COLIBRI - 30/04/2024,COLIBRI,ELEC,ELECTRICIDAD,17095486.0,98,30300000.0,18,47395486.0,4
RALF - COLIBRI - 30/04/2024,COLIBRI,PISO,PISO,8375109.0,10,18161000.0,9,26536109.0,5
RALF - COLIBRI - 30/04/2024,COLIBRI,GG,GASTOS GENERALES,19321650.0,97,0.0,0,19321650.0,6
RALF - COLIBRI - 30/04/2024,COLIBRI,HERR,HERRERIA,4517956.0,2,8650000.0,8,13167956.0,7
RALF - COLIBRI - 30/04/2024,COLIBRI,PLOM,PLOMERIA,4015191.0,7,8600000.0,10,12615191.0,8
RALF - COLIBRI - 30/04/2024,,ADM,,0.0,0,4750000.0,6,4750000.0,9
RALF - COLIBRI - 30/04/2024,,EXC,,0.0,0,1920000.0,3,1920000.0,10
RALF - COLIBRI - 30/04/2024,COLIBRI,ART PLOM,ARTICULOS PLOMERIA,1897000.0,3,0.0,0,1897000.0,11
RALF - COLIBRI - 30/04/2024,COLIBRI,ART ELEC,ARTICULOS ELECTRICOS,888000.0,1,0.0,0,888000.0,12
RALF - COLIBRI - 30/04/2024,COLIBRI,ALB ADIC,ADICIONALES ALBAÑILERIA,300000.0,1,0.0,0,300000.0,13
RALF - COLIBRI - 30/04/2024,COLIBRI,PLOM ADIC,ADICIONALES PLOMERIA,214400.0,1,0.0,0,214400.0,14
RALF - REPINTADO COLIBRI - 31/10/2025,REPINTADO COLIBRI,PIN,PINTURA,1015500.0,5,1500000.0,1,2515500.0,1
RALF - REPINTADO COLIBRI - 31/10/2025,REPINTADO COLIBRI,GG,GASTOS GENERALES,1575981.0,7,0.0,0,1575981.0,2
RALF - REPINTADO COLIBRI - 31/10/2025,,ALB,,0.0,0,150000.0,1,150000.0,3
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,PISO,PISO,16472100.0,24,8199100.0,4,24671200.0,1
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,,VENTANA,,0.0,0,16410000.0,5,16410000.0,2
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,ALB,ALBAÑILERIA,7445180.0,23,8608800.0,10,16053980.0,3
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,GG,GASTOS GENERALES,11685600.0,44,0.0,0,11685600.0,4
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,ELEC,ELECTRICIDAD,6313900.0,18,4500000.0,3,10813900.0,5
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,TECHO,TECHO,1105000.0,2,5000000.0,1,6105000.0,6
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,LOZA SANITARIA,LOZA,5748849.0,5,0.0,0,5748849.0,7
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,PIN,PINTURA,2701914.0,12,3000000.0,1,5701914.0,8
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,,VIDRIO,,0.0,0,5088000.0,2,5088000.0,9
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,,HERR,,0.0,0,3460000.0,4,3460000.0,10
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,,GRANITO,,0.0,0,3400000.0,1,3400000.0,11
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,,DURLOCK,,0.0,0,2000000.0,1,2000000.0,12
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,PLOM,PLOMERIA,275000.0,10,1500000.0,2,1775000.0,13
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,ARTEFACTO,,1265000.0,2,0.0,0,1265000.0,14
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,,MARM,,0.0,0,1000000.0,1,1000000.0,15
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,DUPLEX AREA 1,TECHO VARIOS,,507000.0,1,0.0,0,507000.0,16
SAIFILDIN - DUPLEX AREA 1 - 05/12/2024,,CARP,,0.0,0,500000.0,1,500000.0,17
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,CASA SILVIO DIAZ,ALB,ALBAÑILERIA,36267300.0,56,54508700.0,25,90776000.0,1
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,CASA SILVIO DIAZ,PLOM,PLOMERIA,11986484.0,8,2900000.0,3,14886484.0,2
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,CASA SILVIO DIAZ,ELEC,ELECTRICIDAD,5255850.0,14,8960000.0,13,14215850.0,3
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,CASA SILVIO DIAZ,HERR,HERRERIA,2652000.0,1,4050000.0,5,6702000.0,4
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,CASA SILVIO DIAZ,PIN,PINTURA,2070952.0,5,2500000.0,4,4570952.0,5
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,CASA SILVIO DIAZ,GG,GASTOS GENERALES,4154500.0,12,0.0,0,4154500.0,6
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,CASA SILVIO DIAZ,TECHO,TECHO,3951680.0,3,0.0,0,3951680.0,7
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,CASA SILVIO DIAZ,MO ALB,MANO DE OBRA ALBAÑILERIA,2190000.0,1,0.0,0,2190000.0,8
SILVIO DIAZ - CASA SILVIO DIAZ - 08/05/2024,,EXC,,0.0,0,900000.0,2,900000.0,9
,,,,0.0,2,0.0,0,0.0,1
